[Summary]
Cell: 243 NMC640 30C
First Protocol: C:\Users\OEMS\Documents\EC-Lab\Data\Mitch\Protocols\AMIDR Form.mps
Mass (mg): 1.259
Capacity (mAHr): 0.283
Started: 05/02/2023 14:36:12.211
[End Summary]
[Data]
Step Type,Run Time (h),Current (A),Potential vs. Counter (V),Potential (V),Capacity (Ah),Step Number
1,4.279571988774275,9.391136100000001e-07,3.629276932673267,3.3189703108910913,6.214291100397369e-05,1
1,4.279580183218629,9.448170468965519e-07,3.6294116482758616,3.3190319672413797,6.214291874634945e-05,1
1,4.279596294329543,9.448049672413797e-07,3.6295172827586213,3.3191007000000003,6.214293396853794e-05,1
1,4.27961240544046,9.44822520344828e-07,3.629591929310345,3.3191802913793103,6.214294919046851e-05,1
1,4.279628516551377,9.448214362068966e-07,3.629686646551724,3.319249015517242,6.214296441269139e-05,1
1,4.279644627662291,9.447589094827591e-07,3.6297376448275873,3.3192894689655166,6.214297963512209e-05,1
1,4.2796607387732095,9.447742629310351e-07,3.629749460344827,3.3193259706896554,6.214299485711157e-05,1
1,4.279676849884126,9.447205110344831e-07,3.6298169120689665,3.3193881482758614,6.214301007897217e-05,1
1,4.279692960995041,9.448433608620692e-07,3.629852112068965,3.3194158051724134,6.214302530051077e-05,1
1,4.279709072105956,9.44844465344828e-07,3.6298978793103456,3.319471462068966,6.214304052187846e-05,1
1,4.279725183216872,9.448005946551728e-07,3.6299337482758633,3.3195017637931037,6.214305574328266e-05,1
0,4.279747377661017,0.0,3.6299458,3.3195944,6.214306411459038e-05,2
0,4.282525155405164,0.0,3.6294448,3.3190172,6.214306411459038e-05,2
0,4.28530293314931,0.0,3.6293304,3.3189981,6.214306411459038e-05,2
0,4.288080710893459,0.0,3.6291015,3.31896,6.214306411459038e-05,2
0,4.290858488637606,0.0,3.6294258,3.3191316,6.214306411459038e-05,2
0,4.293636266381753,0.0,3.6293688,3.3189218,6.214306411459038e-05,2
0,4.296414044125897,0.0,3.6293685,3.3190362,6.214306411459038e-05,2
