[Summary]
Cell: 243 NMC640 30C
First Protocol: C:\Users\OEMS\Documents\EC-Lab\Data\Mitch\Protocols\AMIDR Form.mps
Mass (mg): 1.259
Capacity (mAHr): 0.283
Started: 05/02/2023 14:36:12.211
[End Summary]
[Data]
Step Type,Run Time (h),Current (A),Potential vs. Counter (V),Potential (V),Capacity (Ah),Step Number
1,0.08344166455872053,-7.0306277e-06,4.158805250495049,3.847142234653466,0.00022431728288579107,1
1,0.08345569233614393,-7.0739469999999995e-06,4.158133893000001,3.846910765000002,0.00022431718365361163,1
1,0.08348347011321999,-7.073894183000001e-06,4.157868865000001,3.8467251320000004,0.0002243169871550749,1
1,0.08351124789029604,-7.07387129e-06,4.157796952999999,3.846659893000002,0.00022431679065664921,1
1,0.08353902566737209,-7.073960264999999e-06,4.157725813000002,3.846620416999999,0.0002243165941579034,1
1,0.08356680344444814,-7.073897332000003e-06,4.157705402000001,3.846592194000001,0.00022431639765914906,1
1,0.08359458122152419,-7.073966072000001e-06,4.157643603000002,3.846557658,0.0002243162011604466,1
1,0.08362235899860025,-7.073890327999998e-06,4.157643797999999,3.8465471669999993,0.00022431600466217707,1
1,0.0836501367756763,-7.073936149000002e-06,4.157610415000001,3.8465303769999992,0.00022431580816383338,1
1,0.08367791455275235,-7.0739736770000005e-06,4.157579902,3.846500973999997,0.00022431561166516727,1
1,0.08370569177427287,-7.073933024999996e-06,4.157567127999999,3.8464860959999982,0.0002243154151697323,1
1,0.08385983121481938,-7.073975560999999e-06,4.15746068,3.846418470999998,0.00022431432479767013,1
1,0.0841376089855799,-7.073918986e-06,4.157341478999999,3.846322088999998,0.00022431235981790993,1
1,0.08441538675634042,-7.073878254000005e-06,4.1572640309999995,3.846260833,0.0002243103948353469,1
1,0.08469316452710093,-7.073976241000002e-06,4.157186778,3.846192549,0.00022430842984841716,1
1,0.08497094229786147,-7.0739851230000016e-06,4.157124738000002,3.8461399050000007,0.000224306464857762,1
1,0.08524872006862198,-7.073910104000002e-06,4.157078987,3.8461046190000006,0.00022430449986358378,1
1,0.0855264978393825,-7.074020128000003e-06,4.157042724000002,3.846071241999999,0.00022430253487403721,1
1,0.08580427561014302,-7.0740156730000025e-06,4.156995012000001,3.846042252999999,0.0002243005698710365,1
1,0.086082052825348,-7.073974282999999e-06,4.156937567000003,3.8459959,0.00022429860487154177,1
1,0.0876224422308749,-7.074037325000005e-06,4.156766056000001,3.8458427970000013,0.00022428770810961225,1
1,0.0904002199384801,-7.074044913000003e-06,4.156497385,3.845602754,0.00022426805804315556,1
1,0.09317799764608531,-7.0740691070000004e-06,4.156250166999998,3.8453795489999987,0.00022424840799902709,1
1,0.09595577535369051,-7.073959731e-06,4.156017189999999,3.845167283999998,0.00022422875792889107,1
1,0.09873355306129573,-7.074056387000003e-06,4.155838461,3.844976330000002,0.0002242091079111314,1
1,0.10151133076890094,-7.073985154000001e-06,4.1556270269999995,3.844785144000003,0.00022418945788140642,1
1,0.10428910847650615,-7.073980041000001e-06,4.155429949999999,3.8445997849999998,0.00022416980784893754,1
1,0.10706688618411135,-7.074068472000002e-06,4.155261896000002,3.8444286850000005,0.00022415015775564717,1
1,0.10984466333616102,-7.074064077000001e-06,4.155064616000001,3.8442306669999984,0.00022413050758552682,1
1,0.1252475523914917,-7.074040486999999e-06,4.154111216,3.8432988569999997,0.00022402154618174474,1
1,0.1530253294675438,-7.074046839000006e-06,4.152429390000003,3.841642210000001,0.00022382504344954033,1
1,0.18079865598815276,-7.074222359e-06,4.1508452369999995,3.8400761909999988,0.00022362857029500569,1
0,0.19420527287169534,0.0,4.1507916,3.8395624,0.00022353382360567266,2
0,0.19698305057930054,0.0,4.1518192,3.8403802,0.00022353382360567266,2
0,0.19976082828690575,0.0,4.1519527,3.840323,0.00022353382360567266,2
0,0.20253860599451096,0.0,4.152029,3.8404565,0.00022353382360567266,2
0,0.2053163837021162,0.0,4.1522198,3.84059,0.00022353382360567266,2
0,0.2080941614097214,0.0,4.1522198,3.8405519,0.00022353382360567266,2
0,0.2108719391173266,0.0,4.1521816,3.8405709,0.00022353382360567266,2
0,0.2136497168249318,0.0,4.1522007,3.8406472,0.00022353382360567266,2
0,0.216427494532537,0.0,4.1524301,3.8408191,0.00022353382360567266,2
0,0.21920527224014222,0.0,4.1523724,3.8407235,0.00022353382360567266,2
0,0.22198304994774742,0.0,4.1522961,3.8405328,0.00022353382360567266,2
0,0.22476082765535263,0.0,4.1523914,3.8407044,0.00022353382360567266,2
0,0.22753860536295784,0.0,4.1523151,3.8407044,0.00022353382360567266,2
0,0.23031638307056307,0.0,4.1522961,3.8406472,0.00022353382360567266,2
0,0.23309416077816827,0.0,4.152411,3.8407619,0.00022353382360567266,2
0,0.23587193848577348,0.0,4.1523151,3.8407235,0.00022353382360567266,2
0,0.23864971619337869,0.0,4.1523919,3.8407619,0.00022353382360567266,2
0,0.2414274939009839,0.0,4.1523342,3.8408,0.00022353382360567266,2
0,0.2442052716085891,0.0,4.1523151,3.8407619,0.00022353382360567266,2
0,0.2469830493161943,0.0,4.1524677,3.8407235,0.00022353382360567266,2
0,0.2497608270237995,0.0,4.1525064,3.840781,0.00022353382360567266,2
0,0.2525386047314047,0.0,4.1523919,3.8407428,0.00022353382360567266,2
0,0.25531638243900995,0.0,4.1524296,3.8408382,0.00022353382360567266,2
0,0.2580941601466151,0.0,4.1524296,3.8408573,0.00022353382360567266,2
0,0.2608719378542203,0.0,4.1525445,3.8409145,0.00022353382360567266,2
0,0.26364971556182554,0.0,4.1525826,3.8408573,0.00022353382360567266,2
0,0.26642749326943077,0.0,4.1526589,3.8409336,0.00022353382360567266,2
0,0.269205270977036,0.0,4.1522961,3.840781,0.00022353382360567266,2
0,0.27198304868464124,0.0,4.1525249,3.8409526,0.00022353382360567266,2
0,0.2747608263922464,0.0,4.1525445,3.8409336,0.00022353382360567266,2
0,0.2775386040998516,0.0,4.1524682,3.8408,0.00022353382360567266,2
0,0.28031638180745694,0.0,4.1525636,3.8408382,0.00022353382360567266,2
0,0.28309415951506195,0.0,4.1524873,3.8408573,0.00022353382360567266,2
