[Summary]
Cell: 276 NMC811 30C
First Protocol: C:\Users\OEMS\Documents\EC-Lab\Data\Mitch\Protocols\AMIDR Form.mps
Mass (mg): 1.855
Capacity (mAHr): 0.417
Started: 06/07/2023 17:17:50.025
[End Summary]
[Data]
Step Type,Run Time (h),Current (A),Potential vs. Counter (V),Potential (V),Capacity (Ah),Step Number
1,1.0111120855682425,-1.0367473999999999e-05,4.166842164356436,3.8535371811881163,0.0003722432489293095,1
1,1.011126113345666,-1.0426048880000001e-05,4.165840452,3.852893077000002,0.000372243102674548,1
1,1.0111538911227413,-1.0426053519999999e-05,4.165457818,3.852532674999998,0.0003722428130612454,1
1,1.0111816688998185,-1.0426075700000005e-05,4.165356727000002,3.852459244999997,0.00037224252344786134,1
1,1.0112094466768944,-1.04260878e-05,4.165311912,3.8524193769999995,0.00037224223383398067,1
1,1.0112372244539702,-1.0426068619999997e-05,4.165301043000002,3.852411361,0.0003722419442203092,1
1,1.0112650022310459,-1.0426106879999998e-05,4.165271092,3.8523980149999995,0.00037224165460736554,1
1,1.0112927800081217,-1.0426079519999999e-05,4.165237712000001,3.8523766529999985,0.0003722413649940949,1
1,1.011320557785199,-1.0426071200000002e-05,4.165239044000001,3.852378371,0.000372241075380782,1
1,1.0113483355622745,-1.042611503e-05,4.165197655999999,3.8523512799999997,0.0003722407857675184,1
1,1.0113761127837952,-1.042602352e-05,4.165202807999997,3.852363676999999,0.00037224049615929575,1
1,1.0115302522243417,-1.0426084540000002e-05,4.165128029999998,3.8523081799999987,0.0003722388890895456,1
1,1.011808029995102,-1.0426106219999994e-05,4.165052882999999,3.8522614449999986,0.0003722359929575312,1
1,1.0120858077658625,-1.0426002469999997e-05,4.164996206,3.852216426,0.0003722330968308419,1
1,1.0123635855366229,-1.0426017180000002e-05,4.164944036,3.852169065000001,0.0003722302007075061,1
1,1.0126413633073834,-1.0426015210000002e-05,4.164903008999999,3.8521410279999997,0.0003722273045816818,1
1,1.012919141078144,-1.0426088379999999e-05,4.164838438999999,3.852100923000001,0.0003722244084552779,1
1,1.0131969188489045,-1.0426101040000002e-05,4.1648323,3.852093086,0.00037222151232619487,1
1,1.0134746966196648,-1.0426026710000004e-05,4.164773655,3.852045349999999,0.00037221861619348584,1
1,1.0137524738348702,-1.0426087759999998e-05,4.164733959000001,3.8520235980000006,0.000372215720065995,1
1,1.0152928632403952,-1.0426036939999999e-05,4.164594470000001,3.851892334000002,0.00037219965982629617,1
1,1.0180706409480005,-1.0426043019999999e-05,4.164364240999999,3.8516849999999994,0.0003721706984537968,1
1,1.020848418655606,-1.0426169130000005e-05,4.164186473999998,3.8515051099999993,0.00037214173705438165,1
1,1.0236261963632112,-1.0426172329999998e-05,4.1640081449999995,3.8513401779999965,0.00037211277551022555,1
1,1.0264039740708162,-1.0426214289999998e-05,4.163825225999998,3.8511549010000015,0.0003720838138907311,1
1,1.0291817517784214,-1.0426241590000002e-05,4.163647081,3.8509887759999994,0.00037205485221775836,1
1,1.0319595294860266,-1.0426249889999999e-05,4.163518334000002,3.8508459110000017,0.0003720258904759458,1
1,1.034737307193632,-1.042622754e-05,4.163356437000003,3.8506974340000015,0.00037199692862869925,1
1,1.0375150843456815,-1.0426246000000001e-05,4.163202050000002,3.850549103,0.0003719679667093361,1
1,1.0529179734010146,-1.0426226970000003e-05,4.162393423999999,3.849737895,0.0003718073722283737,1
1,1.0806957504770658,-1.0426200869999999e-05,4.161029220000001,3.848370448999999,0.0003715177548118144,1
1,1.108473527553119,-1.0426304e-05,4.15970106,3.8470400020000026,0.00037122813706015763,1
1,1.1362513046653508,-1.0426311649999998e-05,4.158395980999999,3.8457513490000004,0.0003709385181739578,1
1,1.1640290820505528,-1.042616532e-05,4.157100854000001,3.844463667,0.00037064890058945247,1
1,1.1918068594920197,-1.0426265179999997e-05,4.155835107999999,3.843194097000002,0.00037035928269025105,1
1,1.2195846369334866,-1.0426243559999998e-05,4.154579086,3.8419388329999986,0.00037006966503478413,1
1,1.2473624143749527,-1.0426246760000005e-05,4.153319467,3.840678416999999,0.00036978004784638923,1
1,1.2751401912608644,-1.0426225060000001e-05,4.152056013000001,3.8394101959999993,0.0003694904304387068,1
0,1.3183870801817061,0.0,4.1531167,3.8399911,0.0003690396618440427,2
0,1.3211648579258528,0.0,4.1520452,3.8388622,0.0003690396618440427,2
0,1.3239426356699995,0.0,4.1522741,3.8389194,0.0003690396618440427,2
0,1.3267204134141461,0.0,4.1521978,3.8389766,0.0003690396618440427,2
0,1.3294981911582928,0.0,4.1523886,3.8390529,0.0003690396618440427,2
0,1.3322759689024393,0.0,4.1522169,3.8389766,0.0003690396618440427,2
0,1.3350537466465866,0.0,4.1523314,3.839072,0.0003690396618440427,2
0,1.337831524390733,0.0,4.1523314,3.8390338,0.0003690396618440427,2
0,1.3406093021348797,0.0,4.1523504,3.8390529,0.0003690396618440427,2
