[Summary]
Cell: 272 NMC811 30C
First Protocol: C:\Users\OEMS\Documents\EC-Lab\Data\Mitch\Protocols\AMIDR Form.mps
Mass (mg): 1.754
Capacity (mAHr): 0.395
Started: 06/07/2023 17:15:45.677
[End Summary]
[Data]
Step Type,Run Time (h),Current (A),Potential vs. Counter (V),Potential (V),Capacity (Ah),Step Number
1,0.005555777637418942,-9.8145036e-06,4.180917952475247,3.8700253287128716,0.00036749799254733604,1
1,0.005569805414842348,-9.87477035399999e-06,4.180001262000001,3.869322950999999,0.00036749785402597526,1
1,0.0055975831919184,-9.874737275999997e-06,4.179608241,3.8689159850000014,0.0003674975797264891,1
1,0.005625360968994452,-9.874771049999999e-06,4.179515339,3.8688279539999986,0.00036749730542646184,1
1,0.005653138746070504,-9.87483212e-06,4.179487229000001,3.8687937750000003,0.00036749703112677184,1
1,0.005680916523146556,-9.874721418999999e-06,4.179446925000002,3.8687718140000005,0.0003674967568267779,1
1,0.005708694300222608,-9.874742983999998e-06,4.179431327999998,3.868756575000002,0.00036749648252701176,1
1,0.005736472077298661,-9.874762042999999e-06,4.179414112000001,3.8687401389999985,0.0003674962082269638,1
1,0.005764249854374712,-9.874778657999997e-06,4.179415654000003,3.8687449199999997,0.0003674959339273883,1
1,0.005792027631450765,-9.874704257e-06,4.179407235000001,3.868735752000001,0.00036749565962848634,1
1,0.005819804852971276,-9.874711779999997e-06,4.1793809280000005,3.868706001,0.0003674953853349788,1
1,0.0059739442935177875,-9.874735383999996e-06,4.179325012000002,3.8686644109999992,0.00036749386324533956,1
1,0.006251722064278309,-9.874773564999997e-06,4.179243757000004,3.8686043229999996,0.0003674911202558767,1
1,0.006529499835038829,-9.874690258999995e-06,4.179198553000002,3.8685669409999957,0.0003674883772708736,1
1,0.00680727760579935,-9.874821945999997e-06,4.179154108000001,3.868529746999997,0.00036748563428133115,1
1,0.007085055376559871,-9.874809137000002e-06,4.179095174,3.868510865999998,0.00036748289128572863,1
1,0.007362833147320392,-9.874799008e-06,4.179040432000001,3.868453646,0.0003674801482885763,1
1,0.0076406109180809124,-9.874773635999996e-06,4.179017541000001,3.8684292239999998,0.00036747740528284304,1
1,0.007918388688841434,-9.874875401000001e-06,4.178985289999999,3.8684013729999993,0.0003674746622812514,1
